region,altitud_msnm,marca,tipo_vehiculo,año_fabricacion,antiguedad_años,kilometraje,ultimo_mantenimiento_dias,calidad_combustible,octanaje_estimado,contaminacion_agua_ppm,temperatura_motor_c,nivel_aceite,presion_neumaticos_psi,bateria_voltaje,estado_frenos,filtro_aire,tipo_via,condicion_via,temperatura_ambiente_c,falla_vehiculo
Oruro,,Kia,Camioneta 4x4,,39.0,524019.0,415.0,Normal,85.7,4.9,108.7,Óptimo,37.9,11.42,Desgastado,Obstruido,Urbana,Mala,,1
Cochabamba,2342.0,Chevrolet,Sedán,1987.0,38.0,453990.0,210.0,NORMAL,86.8,4.5,98.4,Bajo,,10.96,,Obstruido,Carretera Pavimentada,Regular,21.3,1
Potosí,4109.0,Toyota,Minibús,2000.0,25.0,299438.0,113.0,Contaminada,,114.8,124.0,Bajo,29.3,11.67,Regular,Limpio,Urbana,MUY MALA,19.8,1
Potosí,4110.0,Ford,,1995.0,,422485.0,,Contaminada,76.4,-706.8400882159787,108.5,,25.5,11.63,Desgastado,Limpio,Ruta Interdepartamental,Regular,6.9,1
La Paz,3758.0,Nissan,SUV,1987.0,38.0,598313.0,119.0,Normal,,,85.5,,28.1,11.14,Desgastado,Sucio,Camino de Tierra,Mala,4.9,1
Tarija,1772.0,TOYOTA,SUV,1993.0,32.0,475926.0,20.0,Degradada,80.4,46.2,94.4,Óptimo,29.0,12.12,Bueno,Sucio,Camino de Tierra,Mala,18.3,0
Cochabamba,2452.0,Toyota,Camión,,20.0,,2.0,Contaminada,67.1,,99.8,Óptimo,27.1,-31.38952668090114,Crítico,Limpio,Ruta Interdepartamental,Regular,15.7,0
La Paz,3446.0,Ford,Camión,2014.0,11.0,152041.0,168.0,,83.0,1.8,98.5,Óptimo,38.9,,regular,Sucio,Camino de Tierra,Mala,7.4,1
Oruro,3719.0,Toyota,SEDÁN,1987.0,38.0,332090.0,181.0,Degradada,,63.2,112.8,Bajo,27.9,10.87,CRÍTICO,Obstruido,Carretera Pavimentada,REGULAR,-0.3,1
Santa Cruz,254.0,Onda,,2000.0,25.0,331922.0,338.0,Normal,87.3,6.5,85.7,Bajo,39.8,11.65,Regular,Sucio,Camino de Tierra,mla,23.8,0
Oruro,3529.0,Suzuki,SUV,1993.0,32.0,382311.0,226.0,Normal,88.5,5.9,101.9,Bajo,40.5,12.8,Crítico,Sucio,Ruta Interdepartamental,Mala,22.8,0
La Paz,3576.0,Hyundai,Camioneta 4x4,2004.0,21.0,,132.0,Contaminada,74.9,103.7,111.3,Bajo,36.6,13.09,bueno,Limpo,Urbana,REGULAR,10.7,1
Cochabamba,2485.0,Hyundai,Camioneta 4X4,2000.0,25.0,334731.0,27.0,Normal,85.6,5.7,81.1,Óptimo,29.4,10.95,Desgastad,Sucio,Camino de Tierra,Buena,19.8,0
Cobija,209.0,Kia,Sedán,2017.0,8.0,101754.0,117.0,Normal,90.3,0.0,77.9,Bajo,28.3,11.67,Regular,Sucio,Urbana,Regular,21.6,0
Oruro,3776.0,Nissan,Sedán,1986.0,,539573.0,74.0,Contaminada,67.4,83.8,126.3,Óptimo,,10.15,Desgastado,Sucio,Camino de Tierra,Mala,5.1,1
Tarija,1878.0,Kia,SUV,1998.0,27.0,267232.0,34.0,Normal,83.8,6.9,92.1,Optimo,31.2,11.82,Crítico,Limpio,Ruta Interdepartamental,Regular,18.4,0
Santa Cruz,373.0,Nissan,Camioneta 4x4,,35.0,491858.0,208.0,Normal,,3.0,103.4,Muy Bajo,32.0,11.3,Desgastado,Sucio,Carretera Pavimentada,Regular,15.8,1
Oruro,3733.0,Hyundai,camioneta4x4,1999.0,26.0,390288.0,21.0,Normal,87.6,4.4,114.6,Óptimo,37.4,12.16,Desgastado,Limpio,Carretera Pavimentada,Buena,12.1,0
Santa Cruz,267.0,Mazda,Sedán,2013.0,12.0,122725.0,129.0,Normal,84.6,6.1,74.7,bajo,24.8,11.61,Bueno,Obstruido,Urbana,Muy Mala,12.2,0
Cochabamba,2574.0,Kia ,Camión,2016.0,9.0,107539.0,122.0,Normal,84.5,2.7,86.0,optimo,30.6,12.95,Crítico,Obstruido,Urbana,Buena,12.1,0
Tarija,1889.0,Suzuki,Camión,1996.0,29.0,422986.0,47.0,Degradada,81.5,,97.0,Óptimo,30.7,12.19,desgastado,Limpio,Urbana,Buena,20.6,0
Tarija,1641.0,Suzuki,Camioneta 4x4,2010.0,15.0,186478.0,72.0,Normal,87.8,3.9,86.4,Bajo,,12.05,,Limpio,Camino de Tierra,Mala,21.4,1
Sucre,2959.0,Honda,SUV,1992.0,33.0,461821.0,16.0,degradada,75.8,47.3,105.2,,35.5,11.23,Bueno,Sucio,Carretera Pavimentada,Regular,17.3,1
La Paz,3508.0,Hyundai,Camioneta 4x4,1985.0,40.0,498851.0,,,85.1,0.1,,Bajo,43.0,,Bueno,Limpio,Camino de Tierra,Mala,-8.0,1
Santa Cruz,430.0,,Camión,2013.0,12.0,195730.0,1.0,,84.3,5.9,93.2,Muy Bajo,30.0,12.25,Desgastado,Obstruido,Carretera Pavimentada,Buena,6.2,1
Potosí,4142.0,Suzuki,Camión,1988.0,37.0,573402.0,24.0,Normal,80.6,4.9,103.6,Óptimo,34.4,11.55,Regular,Sucio,Urbana,Mala,9.4,1
La Paz,3779.0,Hyundai,Pick Up,1985.0,40.0,437556.0,262.0,Normal,91.1,5.3,110.5,Óptimo,26.2,11.86,Desgastad,Limpio,Ruta Interdepartamental,,10.1,0
La Paz,3645.0,Suzuki,Camioneta 4x4,1994.0,31.0,,96.0,contaminada,73.2,97.8,116.4,Óptimo ,31.6,10.51,Crítico,Sucio,Urbana,buena,6.8,1
Sucre,2756.0,Nissan,,1995.0,30.0,356740.0,16.0,Normal,90.5,,115.1,Óptimo,38.1,,Desgastad,OBSTRUIDO,Urbana,Muy Mala,2.4,1
Tarija,2008.0,Ford,Camioneta 4x4,1987.0,38.0,369872.0,306.0,Normal,86.1,7.9,101.6,Muy Bajo,32.4,12.21,Desgastado,Obstruido,Urbana,BUENA,8.8,1
La Paz,3741.0,Chevrolet,Sedn,2010.0,15.0,180872.0,109.0,degradada,76.1,55.2,89.8,Óptimo,40.0,12.78,Regular,SUCIO,Ruta Interdepartamental,Regular,15.4,1
Cochabamba,2465.0,Mazda,Sedán,1996.0,29.0,422252.0,3.0,Contaminada,67.6,156.8,96.4,Bajo,28.0,12.27,Crítico,Obstruido,Ruta Interdepartamental,muy mala,9.0,1
Oruro,3587.0,Hyundai,Camioneta 4x4,1998.0,27.0,405406.0,187.0,Normal,84.4,2.3,109.5,Óptimo,32.1,,Crítico,Limpio,Camino de Tierra,Buena,1.4,1
Tarija,1555.0,Honda,Camioneta 4x4,1992.0,33.0,491694.0,83.0,Normal,85.4,7.0,109.7,,24.2,11.71,Desgastado,Limpio,Carretera Pavimentada,Mala,13.9,1
La Paz,3663.0,KIA,Pickup,1999.0,26.0,237946.0,,Normal,,3.1,114.3,Bajo,36.5,11.37,Regular,Sucio,Carretera Pavimentada,Regular,1.4,0
Santa Cruz,404.0,honda,Sedán,2008.0,17.0,248811.0,123.0,Normal,85.8,0.0,89.1,Óptimo,25.5,12.48,Bueno,Sucio,Carretera Pavimentada,Mala,14.0,1
Cochabamba,2728.0,Mazda,Pickup,2015.0,10.0,134304.0,12.0,,85.3,7.8,99.6,Óptimo,31.6,12.4,Regular,Sucio,Urbana,Mala,14.1,0
Trinidad,291.0,MAZDA,SUV,2020.0,5.0,58130.0,383.0,Degradada,83.5,56.6,95.7,Muy Bajo,40.9,12.95,Bueno,Limpio,Camino de Tierra,MALA,16.8,0
La Paz,3840.0,MAZDA,SUV,1996.0,29.0,371892.0,38.0,,82.1,67.3,119.9,Óptimo,33.9,11.66,Regular,Obstruido,Camino de Tierra,Muy Mala,1.9,1
Potosí,3862.0,Mazda,Pickup,2022.0,3.0,36704.0,126.0,Normal ,85.9,,90.1,Muy Bajo,27.0,,Bueno,Obstruido,Urbana,Regular,-3.1,1
La Paz,3811.0,Suzuki,SUV,1993.0,32.0,377304.0,251.0,Degradada,,47.5,108.2,Muy Bajo,20.1,12.87,Regular,Sucio,Camino de Tierra,Muy Mala,6.4,1
Santa Cruz,337.0,Mitsubishi,SUV,1985.0,40.0,639954.0,52.0,Normal,83.7,4.3,87.8,ÓPTIMO,25.5,12.78,Crítico,Limpio,Carretera Pavimentada,Regular,29.6,1
Santa Cruz,533.0,,Camioneta 4x4,2008.0,17.0,235448.0,128.0,Contaminada,65.7,154.3,105.6,Bajo,,12.85,Bueno,Obstruido,Urbana,REGULAR,13.5,0
Oruro,3487.0,Kia,Minibús,1989.0,36.0,445817.0,584.0,Contaminada,71.5,78.3,,Muy Bajo,35.2,10.54,Desgastado,SUCIO,Camino de Tierra,Buena,6.7,1
Tarija,1901.0,chevrolet,Pickup,1986.0,39.0,425582.0,248.0,Normal,87.3,4.2,101.1,Muy Bajo,30.7,11.4,Regular,Limpio,Urbana,Mala,14.0,1
Santa Cruz,118.0,Ford,camioneta 4x4,2016.0,9.0,68884.0,196.0,Normal,86.6,,79.4,Óptimo,24.9,13.24,Regular,Sucio,Camino de Tierra,Muy Mala,19.3,1
Sucre,2770.0,Nissan,Sedán,2009.0,16.0,215286.0,75.0,Contaminada,,142.2,92.6,Óptimo,29.4,0.0,Bueno,Limpio,Ruta Interdepartamental,Regular,12.2,1
Cochabamba,2624.0,Chevrolet,SUV,1987.0,38.0,,78.0,Degradada,82.7,51.2,123.9,Óptimo,29.7,11.25,Regular,Limpio,Urbana,Regular,14.4,1
Oruro,3628.0,Nissan,Minibús,2009.0,16.0,198412.0,86.0,Normal,90.1,4.9,107.5,Óptimo,36.8,12.29,Desgastado,Sucio,Carretera Pavimentada,Muy Mala,11.7,1
La Paz,3482.0,Mitsubishi,SUV,2012.0,13.0,173173.0,152.0,Normal,85.3,4.1,999.9,Bajo,35.4,11.8,Regular,,Carretera Pavimentada,regular,8.9,1
Santa Cruz,543.0,hyundai,Sedán,2015.0,10.0,148352.0,20.0,Normal,,4.7,107.2,Óptimo,32.5,12.41,Regular,,,Regular,11.6,1
Santa Cruz,400.0,Mazda,Minibús,,25.0,280459.0,,NORMAL,83.9,7.3,110.4,Muy Bajo,36.3,12.11,DESGASTADO,Limpio,Ruta Interdepartamental,Mala,25.9,1
Tarija,,Mitsubishi,camioneta4x4,2006.0,19.0,251383.0,2.0,normal,84.8,-792.4241734095963,94.9,Bajo,32.9,11.72,REGULAR,,Carretera Pavimentada,Mala,6.3,0
Potosí,3973.0,Mitsubishi,Pickup,2008.0,17.0,251440.0,24.0,DEGRADADA,81.3,41.5,92.1,Muy Bajo,36.4,12.3,Regular,,Carretera Pavimentada,mla,-2.2,1
Potosí,4363.0,Mitsubishi,Sedán,2005.0,20.0,205819.0,,normal,,4.3,100.9,Bajo,33.6,160.84354076052102,Regualr,Limpio,Urbana,Regular,7.6,1
Santa Cruz,589.0,Mitsubishi,SUV,2004.0,,,37.0,Normal,84.6,0.0,87.9,Óptimo,32.9,11.73,Desgastado,Limpio,Camino de Tierra,Buena,24.0,0
Santa Cruz,590.0,Mitsubisi,Sedán,2000.0,,346084.0,59.0,Normal,88.3,,94.0,Óptimo,30.8,12.21,Desgastado,SUCIO,Camino de Tierra,Muy Mala,23.0,1
Santa Cruz,481.0,Honda,Sedán,1998.0,27.0,256887.0,52.0,Normal,84.7,,96.0,Óptimo,40.7,12.38,Regular,scuio,Urbana,Mala,21.0,1
Santa Cruz,441.0,NISSAN,camioneta4x4,,2.0,21387.0,40.0,degradada,83.8,-727.8360296801932,119.8,Óptimo,33.3,12.49,Bueno,Sucio,Carretera Pavimentada,,30.2,1
Tarija,1507.0,Honda,Camioneta 4x4,1994.0,31.0,477796.0,62.0,Degradada,79.1,52.5,,ÓPTIMO,29.2,11.12,Regular,,Urbana,MuyMala,4.4,1
La Paz,3538.0,Mitsubishi,Minibús,1987.0,38.0,550834.0,91.0,Normal,86.5,,87.0,Optimo,24.6,95.93023370206474,Regular,Obstruido,Camino de Tierra,Muy Mala,12.2,1
La Paz,3568.0,Mazda,Sedán,2008.0,17.0,216172.0,84.0,Normal,,0.1,93.1,Óptimo,37.5,13.07,Regualr,Sucio,Carretera Pavimentada,Regular,2.8,0
Santa Cruz,135.0,Toyota,Camioneta 4x4,1990.0,35.0,568165.0,217.0,Degradada,79.5,59.2,,Muy Bajo,30.3,11.64,Crítico,,Urbana,Mala,16.9,1
Tarija,1692.0,Kia,Sedán,1999.0,26.0,244354.0,47.0,Contaminada,73.4,128.4,73.3,,32.2,11.5,Bueno,Sucio,Carretera Pavimentada,Mala,9.7,1
La Paz,3343.0,Nissan,SUV,1987.0,38.0,497416.0,43.0,Normal,84.2,4.3,86.2,Óptimo,38.6,13.12,Regular,,Carretera Pavimentada,Regular,13.1,0
La Paz,3634.0,Mazda,Sedán,2003.0,22.0,214511.0,,,78.8,,114.5,Bajo,33.6,12.98,Bueno,Limpio,,Regular,9.5,0
Tarija,1989.0,Kia,Camioneta 4X4,2018.0,7.0,85810.0,6.0,Degradada,74.3,,78.2,Óptimo,,13.11,Regular,Sucio,Ruta Interdepartamental,Mala,21.7,0
La Paz,3806.0,Mitsubishi,Minibús,2007.0,18.0,272179.0,15.0,Normal,85.6,8.1,80.5,Óptimo,33.3,12.15,Bueno,Sucio,,Mala,15.7,0
La Paz,3702.0,Honda,Pickup,1990.0,35.0,506488.0,211.0,Normal,88.5,,92.6,Bajo,31.8,11.64,Crítico,Sucio,Urbana,Mala,23.7,1
Sucre,2665.0,Honda,SUV,2020.0,5.0,64530.0,88.0,Normal,93.5,4.6,100.9,Óptimo,29.1,12.25,Bueno,Limpio,Carretera Pavimentada,Regular,17.0,0
Santa Cruz,126.0,Toyota,Pickup,1993.0,32.0,380667.0,8.0,Normal,85.2,4.0,86.2,Óptimo,33.4,11.64,Desgastado,Sucio,Camino de Tierra,Mala,12.1,1
Tarija,1602.0,Ford,SEDÁN,,28.0,433996.0,75.0,Contaminada,68.7,122.1,91.9,Optimo,26.7,12.25,Regular,SUCIO,Carretera Pavimentada,Regular,25.4,1
Oruro,3516.0,Mitsubishi,SUV,1998.0,27.0,314406.0,66.0,Degradada,81.3,52.2,94.3,Óptimo,29.2,12.56,REGULAR,Obstruido,Camino de Tierra,Buena,0.9,1
Santa Cruz,283.0,MAZDA,SUV,2023.0,2.0,9981.0,36.0,Normal,87.7,0.0,73.2,Bajo,21.8,10.64,Desgastado,Obstruido,Ruta Interdepartamental,BUENA,29.0,1
Oruro,3682.0,Chevrolet,PICKUP,1986.0,39.0,513799.0,60.0,Contaminada,73.3,96.5,92.1,Óptimo,26.6,,Crítico,Sucio,Camino de Tierra,Muy Mala,22.1,1
Potosí,3815.0,Suzuki,,2006.0,19.0,215679.0,27.0,Normal,86.2,,91.2,Óptimo,34.1,11.69,Bueno,Obstruido,Urbana,Mala,17.9,1
Santa Cruz,467.0,Chevrolet,Pickup,1995.0,30.0,306454.0,77.0,Normal,81.1,3.9,,Muy Bajo,33.9,10.72,REGULAR,Sucio,Ruta Interdepartamental,Buena,22.2,1
Tarija,,Honda,camioneta 4x4,1987.0,38.0,589647.0,68.0,Normal,,,84.4,Óptimo,34.5,11.88,Desgastado,Sucio,Camino de Tierra,Regular,11.9,0
Santa Cruz,418.0,Chevrolet,Minibús,2017.0,8.0,115482.0,121.0,Degradada,79.8,56.7,102.4,Bajo,15.8,11.51,Regular,LIMPIO,Camino de Tierra,Mala,29.7,0
Tarija,2037.0,Nissan,Camioneta 4x4,2002.0,23.0,359419.0,370.0,Normal,,2.9,104.8,optimo,31.4,12.87,,,Carretera Pavimentada,Mala,11.9,1
Sucre,2633.0,Honda,Camioneta 4x4,,17.0,,26.0,Contaminada,74.9,87.9,78.7,Bjo,36.3,12.06,Desgastado,Limpio,Urbana,Mala,4.8,1
La Paz,3703.0,Mitsubishi,Minibús,1991.0,34.0,325480.0,70.0,Normal,89.2,3.6,107.2,Óptimo ,34.6,11.89,DESGASTADO,Sucio,Carretera Pavimentada,Regular,12.2,1
Cochabamba,2556.0,Mitsubishi,Camioneta 4x4,2008.0,17.0,157365.0,107.0,Degradada,,,97.9,Bajo,30.6,12.71,Regular,Limpio,Urbana,Regular,13.4,0
Oruro,3656.0,NISSAN,SUV,2011.0,14.0,221807.0,102.0,Degradada,78.4,,116.3,Muy Bajo,34.3,12.44,Bueno,Limpo,Camino de Tierra,Regular,-5.5,1
Oruro,3839.0,,Minibús,1997.0,28.0,264032.0,140.0,Contaminada,73.1,105.5,92.4,Óptimo,26.0,12.02,Desgastado,Sucio,Urbana,Mala,5.9,1
Cobija,422.0,KIA,Camión,2001.0,24.0,326637.0,40.0,NORML,84.3,,100.0,OPTIMO,35.9,11.76,Bueno,Limpio,Carretera Pavimentada,Mala,10.4,0
Cochabamba,2416.0,Nissan,Camioneta 4x4,2021.0,4.0,3875112.084611913,130.0,Degradada,74.5,,104.8,Bajo,29.8,12.28,Desgastado,Sucio,Camino de Tierra,Regular,,0
Santa Cruz,389.0,Kia,Pickup,2012.0,,190459.0,29.0,Normal,86.7,4.4,69.8,Óptimo,26.8,11.75,Regular,Limpio,Ruta Interdepartamental,Mala,6.2,0
Tarija,1908.0,Hyundai,Camión,1997.0,28.0,314437.0,17.0,Degradada,74.0,48.6,112.6,Óptimo,30.8,12.59,Desgastado,Sucio,Ruta Interdepartamental,Mala,11.5,1
Santa Cruz,375.0,Honda,Sedán,2004.0,21.0,208452.0,231.0,Degradad,,51.6,82.9,Óptimo,27.8,12.43,Regular,Limpio,Ruta Interdepartamental,Buena,14.5,1
Cochabamba,2646.0,Toyota,SUV,2009.0,16.0,221524.0,83.0,Normal,86.8,,103.0,Óptimo,25.1,13.61,Regular,sucio,Carretera Pavimentada,Muy Mala,0.7,0
Sucre,2852.0,Suzuki,Sedán,1985.0,40.0,453731.0,65.0,Normal,84.5,2.8,98.3,Óptimo,29.9,,,Sucio,Camino de Tierra,Muy Mala,18.7,1
Cochabamba,2833.0,Ford,Sedán,2001.0,24.0,297488.0,342.0,Normal,92.8,7.7,96.6,Bajo,32.4,12.14,Desgastado,,Urbana,Mala,11.3,1
La Paz,3410.0,Suzuki,Minibús,2022.0,3.0,50828.0,160.0,Normal,85.2,3.9,88.3,bjo,35.0,12.63,Regular,Sucio,Carretera Pavimentada,BUENA,18.7,0
Santa Cruz,398.0,Kia,,2018.0,7.0,97890.0,146.0,Degradada,80.8,30.3,82.9,optimo,33.3,11.87,Bueno,Sucio,Camino de Tierra,Regular,16.3,0
Potosí,3831.0,Hyundai,Sedán,2011.0,14.0,167654.0,28.0,Contaminada,71.0,,105.9,Óptimo,43.0,13.06,Regular,Sucio,Urbana,Buena,16.8,1
La Paz,3731.0,Kia,Camioneta 4x4,1987.0,38.0,554358.0,30.0,Degradada,83.8,39.9,120.2,Óptimo,32.3,11.63,Desgastado,Limpio,Carretera Pavimentada,Regular,17.4,1
Tarija,1623.0,Honda,Pickup,2023.0,2.0,37368.0,85.0,Normal,,4.1,78.2,Óptimo,38.9,11.01,Bueno,,Carretera Pavimentada,Muy Mala,14.6,1
La Paz,3692.0,Kia,Camioneta 4x4,2002.0,23.0,301904.0,137.0,Contaminado,65.7,103.8,94.8,Óptimo,32.2,11.08,Desgastado,Sucio,Carretera Pavimentada,BUENA,10.0,1
Trinidad,142.0,Mazda,Sedán,1991.0,34.0,464731.0,,,88.2,5.9,95.8,Bajo,34.5,11.7,Regular,Limpio,Carretera Pavimentada,Buena,21.1,1
Trinidad,127.0,Mitsubishi,Pickup,2005.0,20.0,305515.0,96964.31961008816,Normal,82.5,4.7,93.4,Bajo,31.2,11.04,Crítico,Sucio,Camino de Tierra,Muy Mala,10.3,1
Santa Cruz,199.0,Ford,Camioneta 4x4,2013.0,12.0,176578.0,149.0,Degradada,76.6,,96.1,Muy Bajo,,11.57,Regular,Obstruido,Camino de Tierra,,11.9,1
Cochabamba,2488.0,Hyundai,Camión,1988.0,37.0,429374.0,193.0,Normal,,5.2,113.5,Muy Bajo,33.9,12.31,Regualr,Sucio,Ruta Interdepartamental,Muy Mala,10.3,1
La Paz,3803.0,Mazda,Camioneta 4x4,2016.0,9.0,139423.0,375.0,Contaminada,69.6,109.3,79.2,Óptimo,36.1,12.92,,Limpio,Urbana,REGULAR,9.5,0
Santa Cruz,412.0,Kia,Minibús,2016.0,9.0,75364.0,68.0,Contaminada,70.3,104.8,83.4,Bajo,22.8,12.76,Crítico,Sucio,Camino de Tierra,Buena,27.7,1
Cochabamba,2652.0,Ford,Camioneta 4x4,1985.0,40.0,634344.0,38.0,Contaminada,,108.0,,Óptimo,29.6,12.25,Crítico,Sucio,Camino de Tierra,Mala,7.0,1
Trinidad,487.0,suzuki,Pickup,2015.0,10.0,111227.0,338.0,NORMAL,87.4,1.8,88.5,Bajo,-36.8130070005707,12.75,Crítico,Limpio,Urbana,Mala,13.9,1
Trinidad,277.0,Chevrolet,Camioneta 4x4,2018.0,7.0,85559.0,163.0,Normal,,,75.8,Óptimo,,,Bueno,limpio,Carretera Pavimentada,Mala,22.0,0
Santa Cruz,332.0,Masda,Minibús,1986.0,39.0,585742.0,8.0,Degradada,81.7,52.2,78.6,Bajo,33.8,,,limpio,Carretera Pavimentada,Regular,22.7,1
Potosí,4037.0,Chevrolet,Pickup,1993.0,32.0,357134.0,112.0,Normal,84.5,7.3,103.2,Óptimo,29.6,12.27,Desgastado,Limpio,Urbana,,11.4,1
,2476.0,Nissan,Pick Up,1995.0,,316094.0,,Degradada,74.9,,93.7,Óptimo,28.0,13.05,Desgastado,Limpio,Camino de Tierra,Regular,0.3,0
Santa Cruz,340.0,Chevrolet,Sedán,1994.0,31.0,,33.0,Degradada,,95.8,118.7,Óptimo,31.9,11.71,desgastado,Sucio,Urbana,Regular,12.6,0
Potosí,3739.0,Mazda,SUV,2008.0,,244407.0,9.0,Degradada,78.4,49.9,,Óptimo,34.6,13.76,Bueno,Obstruido,Carretera Pavimentada,Regular,8.7,1
La Paz,3779.0,TOYATA,Camioneta 4x4,1995.0,30.0,,29.0,Normal,89.9,0.0,93.2,Óptimo,33.8,,Bueno,Sucio,Carretera Pavimentada,Mala,4.7,1
Sucre,2752.0,Honda,minibus,2019.0,6.0,71554.0,,Degradada,79.9,51.2,111.4,Bajo,,12.05,Regular,Sucio,Urbana,Muy Mala,14.7,1
Trinidad,264.0,Nissan,Camioneta 4x4,2023.0,2.0,23324.0,46.0,Degragada,78.2,62.0,88.0,Optimo,,,Bueno,Limpio,Urbana,Mala,15.1,0
Santa Cruz,261.0,Chevrolet,Camioneta 4x4,1993.0,32.0,347413.0,11.0,Degradada,,41.0,102.0,Óptimo,35.4,11.57,regular,Sucio,,Regular,12.4,1
Sucre,2875.0,Kia,Sedán,1999.0,26.0,346744.0,85.0,Degradada,75.2,23.0,121.9,Muy Bajo,21.3,10.45,Desgastado,Limpio,Camino de Tierra,Muy Mala,12.1,1
La Paz,3526.0,Mazda,Minibús,2000.0,25.0,255767.0,160.0,CONTAMINADO,63.5,65.7,118.7,Óptimo,26.3,11.37,Crítico,Obstruido,Urbana,Regular,4.7,1
Tarija,1845.0,Hyundai,Minibús,2001.0,24.0,272449.0,7.0,Normal,,4.7,100.6,Bajo,30.6,11.6,Desgastado,scuio,,Mala,6.2,0
Cobija,422.0,Kia,Sedán,1995.0,30.0,417678.0,278.0,Contaminada,66.8,89.6,101.7,Bajo,,,Desgastad,Limpio,Ruta Interdepartamental,Mala,8.8,0
La Paz,3759.0,Suzuki,Minibús,1989.0,36.0,558022.0,137.0,Normal,94.2,4.4,119.2,Bajo,,10.54,Desgastado,,Camino de Tierra,Buena,7.8,1
Cochabamba,2555.0,Kia,Pickup,1986.0,39.0,518644.0,95.0,,92.8,3.9,88.6,Óptimo,37.5,11.21,Desgastado,Sucio,,Regular,12.2,0
Santa Cruz,151.0,Mazda,CAMION,1987.0,38.0,369821.0,65.0,,81.6,164.0,77.5,,32.1,11.3,Crítico,Obstruido,Ruta Interdepartamental,Mala,18.0,1
Santa Cruz,865.0,TOYOTA,Camioneta 4x4,2015.0,10.0,139738.0,,Degradad,75.1,57.5,115.8,Bajo,30.8,11.79,Desgastado,Sucio,Urbana,Mala,9.8,1
Santa Cruz,678.0,Susuki,Pickup,1992.0,33.0,512345.0,53.0,Normal,92.3,3.3,79.0,OPTIMO,26.1,11.58,desgastado,Obstruido,Camino de Tierra,Mala,6.5,1
Santa Cruz,524.0,Honda,Minibús,1987.0,38.0,479293.0,15.0,Normal,84.9,3.8,121.4,Óptimo,28.9,12.32,Crítico,LIMPIO,Ruta Interdepartamental,,20.4,1
Cochabamba,2445.0,Chevrolete,Sedán,,22.0,,10.0,Contaminada,80.2,,,Optimo,24.2,12.7,,Limpio,Camino de Tierra,Regular,21.5,1
Potosí,3950.0,Nissan,Minibús,1987.0,38.0,,48.0,Normal,88.3,5.4,93.0,,29.5,11.92,,obstruido,Urbana,Muy Mala,5.6,1
Santa Cruz,334.0,Susuki,Sedán,1986.0,39.0,541486.0,142.0,,76.0,49.8,103.3,Bajo,22.1,12.45,Desgastado,Limpo,Ruta Interdepartamental,Muy Mala,16.4,1
Santa Cruz,606.0,Chevrolete,S.U.V,2003.0,22.0,323759.0,44.0,Degradada,86.6,62.7,73.2,,37.5,12.1,Regular,Sucio,,Mala,4.7,1
Santa Cruz,455.0,Hyundai,Pickup,,23.0,321247.0,217.0,Contaminada,,96.8,123.0,Bajo,0.0,12.83,Bueno,Sucio,Carretera Pavimentada,,9.5,1
Santa Cruz,298.0,Susuki,Camioneta 4x4,1986.0,,420841.0,70395.70531095532,Normal,83.8,,116.8,,25.9,11.99,Regular,Limpio,,Muy Mala,27.0,1
Cochabamba,2487.0,Suzuki,Camioneta 4x4,1997.0,28.0,312182.0,129.0,NORMAL,88.0,3.8,116.9,Bajo,30.5,11.47,Regular,Limpio,Carretera Pavimentada,Muy Mala,11.6,1
Cochabamba,2726.0,Nissan,Camioneta 4x4,1997.0,28.0,395733.0,73.0,Normal,81.2,0.0,80.8,Óptimo,33.0,11.5,Desgastado,Obstruido,Camino de Tierra,Mala,10.0,1
Santa Cruz,656.0,Chevrolet,camioneta 4x4,2000.0,25.0,287429.0,89.0,Normal,85.8,1.5,108.5,ÓPTIMO,31.4,12.39,Desgastado,Limpio,Urbana,Regualr,,1
Tarija,2095.0,Honda,S.U.V,2007.0,18.0,198257.0,37.0,Normal,85.8,2.2,110.4,Óptimo,34.5,12.67,Regular,Obstruido,,Regular,28.7,0
Santa Cruz,530.0,NISSAN,Minibús,1992.0,33.0,316009.0,93.0,Normal,85.8,9.0,95.6,Muy Bajo,26.9,11.13,Crítico,Obstruido,Camino de Tierra,Regular,26.4,1
Santa Cruz,378.0,Chevrolet,Sedan,1997.0,28.0,420157.0,15.0,CONTAMINADA,80.1,116.2,102.7,Muy Bajo,31.6,13.37,BUENO,Sucio,Camino de Tierra,Muy Mala,11.6,1
Santa Cruz,0.0,Honda,SUV,,16.0,243958.0,,Degradada,74.7,40.4,97.4,Óptimo ,31.1,12.81,Desgastado,Sucio,Urbana,Regular,22.3,1
Potosí,13531.352536846995,Hyundai,,2016.0,9.0,124046.0,,Normal ,86.3,9.5,85.8,muy bajo,33.1,12.03,Desgastado,Limpio,,Muy mala,9.7,1
Cochabamba,2558.0,Toyota,Pickup,2015.0,10.0,140649.0,158.0,,89.3,2.7,,Bajo,33.2,11.58,Desgastado,Obstruido,Camino de Tierra,REGULAR,13.3,1
La Paz,3661.0,Nissan,Camioneta 4x4,1998.0,27.0,290125.0,,Degragada,74.7,39.1,98.0,Óptimo,35.2,10.9,Bueno,Limpio,Ruta Interdepartamental,Mala,8.3,0
